Molecular Formula,SMILES,XLogP,Molecular Weight,Hydrogen Bond Donors,Hydrogen Bond Acceptors,Element Count,Topological Polar Surface Area,Rotatable Bonds Count,Lipinski_Violations,Ghose_Violations,Veber_Violations,Lipinski_Pass,Ghose_Pass,Veber_Pass,Sweet_Spot_Pass,All_Rules_Pass
C28H38N2O4,O(c1c(OC)cc2CCN3[C@H](c2c1)C[C@H](C[C@H]4NCCc5c4cc(OC)c(c5)O)[C@H](C3)CC)C,4.028,466.283158,2,2,72,63.19,11,0,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C14H19NO2,O(c1c(OC)ccc2c1CCC2)[C@@H]3CNCC3,2.065,233.141579,1,1,36,30.49,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C10H16O,OC/C(=C\CCC(C=C)=C)/C,2.289,152.120115,1,1,27,20.23,7,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C14H10Cl2O3,Clc1c(Oc2c(cccc2)CC(=O)O)ccc(c1)Cl,4.174,296.0007,1,2,29,46.53,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C6O6,O=c1oc(=O)c2=c1c(=O)oc2=O,-0.808,167.969488,0,0,12,94.56,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
N5,[N+](#N)[N-][N+]#N,0.0,70.01537,0,3,5,56.3,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H4O8,O=C(O)C(C(=O)O)=C(C(=O)O)C(=O)O,-0.19,203.990617,4,8,18,149.2,8,0,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C5H8O3,O=C1OC(CC)CO1,1.02,116.047344,0,3,16,35.53,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C5H8O3,O=C1O[C@@H](C)[C@@H](O1)C,1.122,116.047344,0,3,16,35.53,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C5H8O3,O=C1O[C@@H](C)[C@H](O1)C,1.122,116.047344,0,3,16,35.53,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C21H20O11,O=C/1c2c(c(O)c(O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)CO)cc2)O\C1=C/c4cc(O)c(O)cc4,0.863,448.100561,7,6,52,186.37,11,1,0,2,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C3H6As4O3,[As]12O[As]3O[As](C1)C[As](O2)C3,1.326,389.71808,0,3,16,27.69,0,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C21H22O11,O=C(c1c(O)c(O)c(OC2OC(C(O)C(C2O)O)CO)cc1)/C=C/c3cc(O)c(O)cc3,1.531,450.116212,8,6,54,197.37,14,1,0,2,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C33H57N11O9,O=C(O)C1N(C(=O)CNC(=O)C2N(C(=O)C(NC(=O)C3N(C(=O)C(NC(=O)C(N)C(O)C)CCCCN)CCC3)CCCNC(=N)N)CCC2)CCC1,-5.384,751.434072,10,20,110,319.7,26,3,3,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C9H17NO3,O=C(NCCCC(=O)O)C(C)(C)C,0.355,187.120843,2,4,30,66.4,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C9H10N4O4,O=c1n(c(=O)c2n(CC(=O)O)cnc2n1C)C,0.934,238.070205,1,3,27,99.12,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C18H18N2O,O(N=c1c2c(ccc3c1cccc3)cccc2)CCNC,4.903,278.141913,1,1,39,33.62,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C16H18N2,N1(c2c(cccc2)C(NC)Cc3c1cccc3)C,3.378,238.146999,1,2,36,15.27,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H22N2O,O(N=C1c2c(cccc2)CCc3c1cccc3)CCN(C)C,4.591,294.173213,0,1,44,24.83,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C20H23NO,[O-][N+](CCC=C1c2c(cccc2)CCc3c1cccc3)(C)C,4.245,293.177964,0,0,45,23.06,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H19N,N(CC#CC=C1c2c(C=Cc3c1cccc3)cccc2)(C)C,5.597,285.15175,0,1,41,3.24,3,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C8H20N2,N(N)C(CCCCCC)C,2.727,144.162649,2,2,30,38.05,9,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C23H34N3O10P,P(=O)(O[C@@H]1O[C@H]([C@H](O)[C@H]([C@H]1O)O)C)(O)N[C@H](C(=O)N[C@H](C(=O)O)Cc2c3c(cccc3)[nH]c2)CC(C)C,0.265,543.198181,8,12,71,220.48,19,3,2,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C23H34N3O10P,P(=O)(O[C@@H]1O[C@H]([C@@H](O)[C@H]([C@H]1O)O)C)(O)N[C@H](C(=O)N[C@H](C(=O)O)Cc2c3c(cccc3)[nH]c2)CC(C)C,0.265,543.198181,8,12,71,220.48,19,3,2,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C13H17N,N([C@H](Cc1ccccc1)C)(CC#C)C,2.659,187.1361,0,1,31,3.24,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C12H14N2,n12c3c(cccc3)cc1CNCCC2,3.173,186.115698,1,1,28,16.96,0,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C20H20,C123C45C67C8C9C4CC1C9C(C27C%10CC6C%11C5CC3C%10%11)C8,7.152,260.156501,0,0,40,0.0,0,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C16H22O11,O=C(O)C1=CO[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)CO)[C@H]3[C@@H]1[C@@H](O)C=C3CO,-3.15,390.116212,7,11,49,186.37,12,2,1,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C17H22ClN9O2,Cl[C@@H]1[C@@]2(NC(N)=N[C@H]2O)[C@H]3[C@]45N=C(N)N[C@H]4n6cccc6C(N5C[C@@H]3[C@H]1CN)=O,-0.232,419.158499,6,10,51,172.31,6,1,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C3H5Br3,BrC(CBr)CBr,3.393,277.794136,0,0,11,0.0,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C36H30F2N2O13,Fc1c(=O)cc-2oc3cc(O)c(cc3c(c2c1)-c4cc(OCCOc5c(N(CC(=O)O)CC(=O)O)ccc(c5)C)c(N(CC(=O)O)CC(=O)O)cc4)F,6.093,736.171595,5,10,83,224.58,24,2,3,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C2H3NO4,O=[N+]([O-])CC(=O)O,-0.782,105.006208,1,2,10,80.44,4,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H12O,OC(CCC)C,1.311,88.088815,1,1,18,20.23,5,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OC(CCC)CC,1.669,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OCCC(CC)C,1.928,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OCC(CCC)C,1.717,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OCCCC(C)C,1.928,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C7H5Br3O,Brc1c(OC)c(Br)cc(c1)Br,4.331,341.789051,0,0,16,9.23,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C2H3ClO2,ClC(=O)OC,0.637,93.982157,0,2,8,26.3,3,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H3Br3O,Brc1c(O)c(Br)cc(c1)Br,4.01,327.773401,1,0,13,20.23,4,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C25H36O3,O=C(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)C)CCCCCC,7.501,384.266445,1,2,64,46.53,10,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C17H17F3N4,FC(F)(F)c1cc2nc(N3CCN(C)CC3)c4cccn4c2cc1,4.747,334.140531,0,3,41,23.78,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C41H32O27,O=C1OC2C(OC(COC(=O)c3cc(O)c(O)c(c3)O)C(C2OC(=O)c4cc(O)c(O)c(c4)O)OC(C(C5c6c1cc(O)c(c6OC(=O)C5O)O)CC(=O)O)=O)OC(=O)c7cc(O)c(O)c(c7)O,3.45,956.113096,13,15,100,447.09,25,3,2,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C49H74N10O12,O=C1NC(C(=O)NC(C(=O)NC(C(=O)O)C(C(=O)NC(CCCN=C(N)N)C(NC(C(C(NC(CCC(N(C1=C)C)=O)C(=O)O)=O)C)/C=C/C(=C/C(C(OC)Cc2ccccc2)C)/C)=O)C)CC(C)C)C,0.55,994.548768,10,22,145,343.14,28,3,2,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C5H12NO,O=CC[N+](C)(C)C,-0.332,102.091889,0,1,19,17.07,5,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C14H8O10,O=C1c2c(O)c(O)c(O)c(c2C(=O)c3c1c(O)c(O)c(O)c3O)O,2.166,336.011746,8,2,32,195.98,8,1,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C10H6O8,O=C1C(O)=C(O)C(=O)c2c1c(O)c(O)c(O)c2O,1.96,254.006267,6,4,24,155.52,6,1,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C6H14O,OC(CCC)(C)C,1.728,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OC(C(CC)C)C,1.608,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OC(CC(C)C)C,1.819,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OC(C(C)C)CC,1.397,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OC(CC)(CC)C,1.517,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C11H15NO2,O1c2c(c(ccc2OC1)CC(N)C)C,1.477,193.110279,1,1,29,44.48,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C16H14O3,O1c2c(C(c3ccccc3)=CC1)cc(O)c(c2)OC,3.326,254.094294,1,0,33,38.69,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C59H88N2O17,O=C1OC([C@H](C=CC=CC=CC=CC=CC=CC=C[C@H](O[C@@H]2O[C@@H]([C@@H](N)[C@@H]([C@@H]2O)O)C)C[C@@H]3O[C@](C[C@H](C[C@H](C[C@H](C[C@H](CC(C[C@H](C1)O)=O)O)O)O)O)(O)C[C@H](O)[C@H]3C)C)[C@H](CCC(O)CC(=O)c4ccc(NC)cc4)C,3.19,1096.608299,12,19,166,328.48,26,3,2,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C6H14O,OCC(CC)CC,1.717,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OCC(CC)(C)C,1.543,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C3H2Br2N2O,BrC(Br)(C#N)C(=O)N,0.209,239.853387,1,3,10,66.88,3,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H11NO,ON=C1CCCCC1,1.163,113.084064,1,0,19,32.59,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C15H14O,O1c2c(cccc2)C(c3ccccc3)CC1,3.631,210.104465,0,0,30,9.23,1,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C55H62N10,N1(C2Nc3c(cccc3C2(c4c5NC6N(CCC6(c5ccc4)C78c9c(c(ccc9)C%10%11c%12c(cccc%12)NC%10N(C)CC%11)NC7N(C)CC8)C)CC1)C%13%14c%15c(cccc%15)NC%13N(C)CC%14)C,6.796,862.515892,5,10,127,76.35,9,2,3,0,❌ Fail,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C17H14O8,O=c1c(O)c(oc2c1c(O)c(OC)c(OC)c2)-c3cc(O)c(O)cc3,3.682,346.068867,4,0,39,129.59,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C6H6FeO7,[Fe+2].O=C([O-])C(O)(CC(=O)O)CC(=O)[O-],-3.209,245.94629,2,7,20,137.79,9,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C9H10O3,O=C(O)C(c1ccccc1)CO,0.531,166.062994,2,3,22,57.53,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C31H27NO5,O=C(Oc1c2O[C@H]3[C@@H](OC(=O)c4ccccc4)C=C[C@@H]5[C@]63c2c(C[C@H]5N(C)CC6)cc1)c7ccccc7,4.855,493.188923,0,4,64,65.07,7,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C22H25NO5,O=C(OC1C=CC2C3N(C)CCC42C1Oc5c(OC(=O)C)ccc(c45)C3)CC,1.674,383.173273,0,4,53,65.07,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C17H21NO5,O=C(O[C@@H]1[C@H](C(=O)OC)[C@@H]2N(C)[C@H](C1)CC2)c3c(O)cccc3,2.33,319.141973,1,5,44,76.07,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C41H26O26,O=C1OC2C(OC(=O)c3c(c(O)c(O)c(c3)O)-c4c5C(OC2C6OC(=O)c7c(C6O)c(O)c(O)c(c7-c5c(O)c(O)c4O)O)=O)COC(c8c(-c9c1cc(O)c(c9O)O)c(O)c(O)c(O)c8)=O,5.866,934.071231,16,11,93,455.18,16,4,3,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C11H20N4O6,O=C(O)C(NC(C(=O)O)CCCNC(=N)N)CCC(=O)O,-3.151,304.138284,7,10,41,185.83,16,1,1,2,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C14H8O5,O=C1c2c(O)cc(O)cc2C(=O)c3c1c(O)ccc3,1.89,256.037173,3,2,27,94.83,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C14H8O4,O=C1c2c(O)cc(O)cc2C(=O)c3c1cccc3,2.296,240.042259,2,2,26,74.6,2,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C14H8O4,O=C1c2c(C(=O)c3c1cccc3)c(O)ccc2O,2.296,240.042259,2,2,26,74.6,2,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C21H26N2O2,O=C(OC)C12c3[nH]c4ccccc4c3CCN5C1C(CC(C2)C5)CC,4.159,338.199428,1,3,51,45.33,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C5H11NO2,O=C(O)C(N)(CC)C,-2.356,117.078979,2,3,19,63.32,6,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C17H21NO5,O=C(OC1CC2N(C)C(C1)C3C2O3)C(O)(c4ccccc4)CO,0.095,319.141973,2,6,44,82.53,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C29H47NO3,O=C(OC1C(C2(CCC3C(C2C1)CC=C4C3(CCC(C4)O)C)C)C(C5NCC(C)CC5)C)C,6.145,457.355594,2,4,80,58.56,10,1,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H10O5,O1C(O)[C@H](O)[C@@](C1)(O)CO,-1.497,150.052823,4,5,20,90.15,5,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C14H4Cl6O4,Clc1c(OC(=O)C(=O)Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)cc(c1)Cl,6.818,445.824075,0,2,28,52.6,11,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C27H20O18,O=C1OC(C(O)C2OC(c3c(-c4c1cc(O)c(c4O)O)c(O)c(O)c(O)c3-c5c(O)c(O)c(c6C(C2OC(=O)c56)O)O)=O)CO,2.183,632.064964,12,9,65,321.66,13,2,1,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C14H8O8,O=C1c2c(O)c(O)c(O)cc2C(=O)c3c1cc(O)c(c3O)O,2.12,304.021917,6,2,30,155.52,6,1,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C10H6O7,O=C1C(O)=C(O)C(=O)c2c1c(O)c(O)cc2O,1.508,238.011353,5,4,23,135.29,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C10H6O7,O=C1c2c(O)c(O)c(O)c(c2C(=O)C=C1O)O,1.183,238.011353,5,3,23,135.29,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C5H10O3,O=C(OCC)OCC,1.258,118.062994,0,3,18,35.53,6,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C10H6O6,O=C1C(O)=C(O)C(=O)c2c1c(O)cc(O)c2,1.753,222.016438,4,4,22,115.06,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C46H34O30,O=C1OC2C(OC(=O)c3c(c(O)c(O)c(c3)O)-c4c5C(OC2C6OC(=O)c7c(C6C8(OC(CO)C(C8O)O)O)c(O)c(O)c(c7-c5c(O)c(O)c4O)O)=O)COC(c9c(-c%10c1cc(O)c(c%10O)O)c(O)c(O)c(O)c9)=O,4.83,1066.11349,19,15,110,525.1,21,3,2,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C10H6O4,O=C1c2c(C(=O)C=C1)c(O)ccc2O,0.628,190.026609,2,2,20,74.6,2,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C14H8O6,O=C1c2c(C(=O)c3c1c(O)c(O)cc3)c(O)ccc2O,1.645,272.032088,4,2,28,115.06,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H25IN2O,Ic1ccc([C@@H]2[C@H](C(=O)N3CCCC3)[C@@H]4N(C)[C@H](C2)CC4)cc1,3.445,424.101161,0,3,48,23.55,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C13H17NO2,o1c2c(cc(OC)cc2)c(c1)CCN(C)C,1.844,219.125929,0,1,33,25.61,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C6H4O4,O=C1C(O)=CC(=O)C(=C1)O,0.468,140.010959,2,4,14,74.6,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H4O3,O=C1C(O)=CC(=O)C=C1,0.12,124.016044,1,3,13,54.37,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C8H12N2O8Zn,[Zn+2].O=C([O-])[C@@H](N)CC(=O)O.O=C([O-])[C@H](N)CC(=O)O,-6.21,327.988508,4,10,31,206.9,12,0,1,2,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C7H16,C(CCC)(CC)C,4.262,100.125201,0,0,23,0.0,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C22H36N2O4,O=C(NCC(N)(C)C)CC1CCC2(OOC3(O2)C4CC5CC(C4)CC3C5)CC1,3.688,392.267508,2,6,64,82.81,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
B2CuF8H2O,[Cu+2].F[B-](F)(F)F.F[B-](F)(F)F.O,4.177,254.945999,1,1,14,0.0,8,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C10O10,O=c1oc2c(C(=O)c3oc(=O)c(oc3C2=O)=O)oc1=O,-0.896,279.949146,0,2,20,154.98,0,0,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C4H8O5,O=C(O)[C@@H](O)[C@H](O)CO,-2.395,136.037173,4,5,17,97.99,7,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H8O5,O=C(O)[C@H](O)[C@@H](O)CO,-2.395,136.037173,4,5,17,97.99,7,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6Fe2O12,[Fe+3].[Fe+3].O=C([O-])C(=O)[O-].O=C([O-])C(=O)[O-].O=C([O-])C(=O)[O-],-4.95,375.80885,0,12,20,240.78,9,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
U,[U],0.0,238.050788,0,0,1,0.0,0,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
H3U,[U+3].[H-].[H-].[H-],0.0,241.074263,0,0,4,0.0,0,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C16H23N7O2,O=c1n(ncc(n1C)=O)CCCCN2CCN(c3ncccn3)CC2,1.265,345.191323,0,5,48,89.15,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C14H6N4O12,O=[N+]([O-])c1c(OC(=O)C(=O)Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2)ccc(c1)[N+](=O)[O-],2.654,421.998222,0,2,36,225.16,13,0,0,2,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C10H12FNO,Fc1cc(C(=O)C(NC)C)ccc1,1.872,181.090292,1,2,25,29.1,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C18H22N2S,S(c1c(N2CCNCC2)cccc1)c3c(cc(C)cc3)C,4.613,298.15037,1,2,43,40.57,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H24O9,O1[C@@H](Oc2cc(O)cc(c2)/C=C/c3cc(O)c(OC)cc3)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,1.779,420.142032,6,5,54,149.07,13,1,0,2,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C32H26O14,O=C1c2c(O)c(-c3c(O)c4C(=O)C5=C(C[C@@H](CC(=O)O)O[C@@H]5C)C(c4c(c3)O)=O)cc(c2C(=O)C6=C1[C@H](O[C@@H](C6)CC(=O)O)C)O,0.308,634.132256,6,10,72,242.26,13,2,2,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C9H10O4,O=C1C(=C)[C@@H](C(=O)O)[C@]2([C@@]1(O2)C)C,-0.624,182.057909,1,4,23,66.9,4,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C14H23NO2S,S(c1c(OC)cc(CC(N)CC)c(c1)OC)CC,3.05,269.14495,1,1,41,69.78,12,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C20H26N2O,O(c1cc2[nH]c3C4C5N(CC(C4)CC5CC)CCc3c2cc1)C,3.745,310.204513,1,1,49,28.26,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H30N4O5S,s1c(nc(c1)C(=O)NCCN(C(C)C)C(C)C)NC(=O)c2c(O)cc(OC)c(c2)OC,2.498,450.193691,3,6,61,141.26,17,0,0,2,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C12H13Cl2N3,Clc1c(N(C2=NCCN2)CC=C)c(Cl)ccc1,3.86,269.048653,1,3,30,27.63,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C12H15FN2,Fc1cc2[nH]cc(c2cc1)CCN(C)C,2.2,206.121927,1,1,30,19.03,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C8N2O4,O=C1C(=O)[C]([O-])C([C]1[O-])=C(C#N)C#N,-1.237,187.985806,0,6,14,127.84,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C8N2O4,O=C1C([O-])=C([O-])C(C1=C(C#N)C#N)=O,0.179,187.985806,0,6,14,127.84,2,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C7H16O,OC(CC)(CC)CC,1.875,116.120115,1,1,24,20.23,7,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C20H20NO4,O(c1c(OC)ccc2c1c[n+]3CCc4c(-c3c2)cc(OC)c(c4)O)C,4.453,338.139233,1,0,45,51.8,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C12H16N2O2S2,SCCNC(=O)c1cc(C(=O)NCCS)ccc1,2.176,284.06532,2,4,34,135.8,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C27H24O18,O=C(O[C@@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)OC(=O)c2cc(O)c(O)c(c2)O)COC(=O)c3cc(O)c(O)c(c3)O)c4cc(O)c(O)c(c4)O,2.61,636.096264,11,9,69,310.66,21,2,1,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C27H22O18,O=C1O[C@@H]2[C@@H](O)[C@@H](O[C@@H]([C@H]2O)COC(c3c(-c4c1cc(O)c(c4O)O)c(O)c(O)c(O)c3)=O)OC(=O)c5cc(O)c(O)c(c5)O,2.528,634.080614,11,9,67,310.66,14,2,1,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C28H28ClF2N3O,Clc1cc2[nH]c(=O)n(c2cc1)C3CCN(CCCC(c4ccc(F)cc4)c5ccc(F)cc5)CC3,6.227,495.188897,1,1,63,41.03,10,1,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H9N3O2,O=C(O)CCNC(=N)N,-0.643,131.069477,4,5,18,99.2,6,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
